PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P07711,Anna Nagar,1656,25-08-2008,56,1.0,1.0,4,AbNormal,Yes,30-08-1991,Others,NoSewr ,Gravel,RM,3.9,2.4,4.1,3.605,447611,283487,14920370
P02021,Anna Nagar,1636,24-12-2011,71,1.0,1.0,4,Partial,Yes,03-01-1972,House,NoSewr ,Gravel,RH,4.9,4.0,2.1,3.555,400556,164935,11781050
P01401,Chrompet,890,02-06-2012,143,1.0,1.0,3,AdjLand,Yes,11-06-1977,Commercial,NoSeWa,No Access,RL,2.9,5.0,3.6,3.95,333281,126417,11492450
P01529,Karapakkam,746,23-03-2012,13,1.0,1.0,2,Partial,Yes,02-04-1974,Commercial,AllPub,Paved,RM,3.7,5.0,2.3,3.53,415357,198649,9029500
P08026,Anna Nagar,1597,17-05-2008,187,1.0,1.0,4,Partial,Yes,23-05-1987,House,ELO,Paved,RM,3.3,4.8,2.3,3.275,500563,75084,12514070
P00300,Chrompet,935,16-07-2014,108,1.0,1.0,3,Family,Yes,20-07-1997,Others,NoSeWa,Gravel,RL,2.3,2.4,4.2,2.91,310954,106890,9717300
P08989,T Nagar,1868,22-05-2007,197,2.0,1.0,5,Normal Sale,No,01-06-1967,Commercial,NoSewr ,Gravel,RH,2.3,2.5,2.4,2.395,781305,340569,20033450
P01312,Chrompet,992,14-08-2012,91,1.0,1.0,3,Normal Sale,Yes,18-08-1999,Commercial,ELO,Gravel,RL,4.2,4.8,4.8,4.62,363689,188579,13469950
P01472,Anna Nagar,1884,17-04-2012,114,2.0,1.0,5,Normal Sale,No,28-04-1969,Others,ELO,No Access,RL,2.6,3.7,3.5,3.235,394302,178072,12719430
P00827,Chrompet,803,29-06-2013,41,1.0,1.0,3,AbNormal,No,01-07-2005,Others,NoSewr ,No Access,RH,2.0,3.9,3.5,3.21,184197,27288,6822110
P00411,Chrompet,934,06-05-2014,3,1.0,1.0,3,Family,Yes,12-05-1991,House,ELO,Gravel,RH,5.0,3.3,2.7,3.63,211726,118567,8469050
P08190,Anna Nagar,1738,27-03-2008,37,1.0,1.0,4,AbNormal,Yes,30-03-1996,Commercial,AllPub,Paved,RM,2.8,3.0,3.7,3.21,741809,275529,21194540
P07786,Chrompet,1005,03-08-2008,21,1.0,1.0,3,Family,Yes,05-08-2000,Others,AllPub,Paved,RM,3.8,2.3,2.1,2.69,347043,168263,10516450
P06652,Chrompet,869,04-07-2009,200,1.0,1.0,3,AbNormal,Yes,08-07-1992,Others,AllPub,Paved,RL,3.2,4.7,4.4,4.16,271854,56246,9374280
P04716,Karapakkam,1122,12-07-2010,58,1.0,1.0,3,AbNormal,No,16-07-1992,Others,NoSewr ,Gravel,I,3.4,5.0,4.0,4.12,248013,82671,6889250
P03376,Velachery,1782,06-04-2011,88,2.0,1.0,4,Normal Sale,Yes,07-04-2004,Others,NoSewr ,No Access,RM,3.7,2.1,4.2,3.13,443511,81699,11671340
P02431,KK Nagar,1721,06-10-2011,61,2.0,1.0,4,Partial,No,08-10-2002,Others,AllPub,Gravel,RL,4.8,4.3,5.0,4.73,472067,171661,10728800
P09773,Velachery,1594,21-08-2005,64,2.0,1.0,4,AdjLand,Yes,02-09-1958,Others,AllPub,No Access,RL,3.5,2.7,4.6,3.47,304918,111803,10163940
P03323,Karapakkam,1607,13-04-2011,105,2.0,2.0,4,Partial,Yes,24-04-1966,House,NoSewr ,Paved,A,2.5,2.4,4.1,3.11,186818,137000,6227250
P08636,Chrompet,1100,12-10-2007,142,1.0,1.0,3,Partial,Yes,14-10-1999,House,NoSewr ,No Access,RH,2.4,3.8,2.2,2.9,271392,139808,8224000
P01086,Chrompet,837,05-01-2013,196,1.0,1.0,3,Normal Sale,No,07-01-2006,Others,AllPub,Gravel,RH,4.8,4.0,3.2,4.0,216214,108107,8315940
P01036,T Nagar,1840,06-02-2013,55,2.0,1.0,5,Normal Sale,Yes,17-02-1972,House,NoSewr ,Gravel,RM,4.6,2.2,4.6,4.0,550157,260601,14477820
P06515,KK Nagar,1873,03-08-2009,128,3.0,2.0,5,AdjLand,No,10-08-1980,House,NoSeWa,Paved,RH,2.3,3.8,2.4,2.79,417194,101981,9270980
P03576,Anna Nagar,1956,24-02-2011,64,2.0,1.0,5,AdjLand,No,03-03-1983,Others,NoSewr ,Paved,RL,2.1,3.1,4.1,3.15,376104,86793,14465540
P08610,T Nagar,1503,24-10-2007,64,1.0,1.0,4,Family,Yes,01-11-1972,Commercial,AllPub,Gravel,RH,4.0,4.6,2.6,3.52,575299,287650,17978100
P05669,T Nagar,1812,15-01-2010,100,2.0,1.0,5,Family,No,26-01-1966,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,440951,232724,12248640
P09923,Velachery,1603,26-09-2004,138,2.0,1.0,4,AbNormal,Yes,03-10-1979,Commercial,NoSeWa,Gravel,I,3.8,2.5,4.3,3.37,564106,155129,14102650
P09482,Chrompet,910,18-11-2006,178,1.0,1.0,3,Normal Sale,Yes,24-11-1983,House,NoSeWa,Paved,RM,3.5,2.5,2.1,2.68,303146,45931,9186250
P07914,Anna Nagar,1986,26-06-2008,21,2.0,1.0,5,AdjLand,No,07-07-1965,House,ELO,No Access,RH,4.4,3.6,4.5,4.24,424313,223943,11786460
P09828,Velachery,1609,10-04-2005,44,2.0,1.0,4,Partial,Yes,12-04-1999,House,NoSewr ,Paved,RH,2.6,2.9,4.5,3.31,316426,86298,9588670
P05309,Adyar,668,21-03-2010,177,1.0,1.0,2,AbNormal,Yes,22-03-2005,Commercial,NoSeWa,Gravel,I,4.9,2.9,3.5,3.8,329074,102836,10283575
P01417,Adyar,685,20-05-2012,39,1.0,1.0,2,Normal Sale,Yes,23-05-2003,Others,AllPub,Gravel,A,4.1,2.5,3.0,3.23,237331,13961,6980335
P08377,Chrompet,1164,24-01-2008,63,1.0,1.0,3,Family,No,03-02-1968,Commercial,NoSeWa,Paved,RM,3.3,4.7,3.4,3.89,331775,66355,13271000
P02170,Chrompet,866,25-11-2011,147,1.0,1.0,3,AbNormal,No,02-12-1982,Commercial,NoSewr ,No Access,RL,2.1,4.1,4.7,3.68,284854,152600,10173350
P00426,T Nagar,1993,25-04-2014,187,2.0,1.0,5,AdjLand,No,02-05-1984,Others,NoSewr ,No Access,RM,4.5,3.1,3.2,3.565,399517,162766,14796940
P03058,Karapakkam,964,03-06-2011,133,1.0,1.0,3,AdjLand,Yes,14-06-1964,Others,ELO,No Access,RM,2.4,3.6,4.2,3.48,381888,114566,7637750
P09461,T Nagar,1911,28-11-2006,194,2.0,1.0,5,AbNormal,No,05-12-1976,Commercial,NoSeWa,Gravel,RL,3.3,2.9,4.8,3.875,594167,339524,21220250
P06307,Chrompet,956,16-09-2009,163,1.0,1.0,3,AdjLand,No,23-09-1980,Others,AllPub,Gravel,RM,2.2,3.3,4.1,3.21,326458,158283,9892670
P04106,Karapakkam,1412,06-11-2010,28,2.0,2.0,4,AdjLand,No,13-11-1982,House,ELO,Gravel,RL,4.1,2.9,3.1,3.34,251370,192717,8379000
P09870,Velachery,1506,02-01-2005,65,2.0,1.0,4,AbNormal,Yes,16-01-1952,House,NoSeWa,Gravel,C,3.7,3.4,2.0,3.06,235863,125794,7862110
P06892,Adyar,706,27-04-2009,61,1.0,1.0,2,Normal Sale,No,30-04-1999,Others,AllPub,No Access,A,2.7,3.2,2.1,2.5,193150,19315,4828750
P03432,KK Nagar,2271,28-03-2011,190,4.0,2.0,6,AdjLand,No,03-04-1984,Others,NoSeWa,Gravel,RL,3.6,3.9,3.4,3.61,544989,190112,12674160
P00755,T Nagar,1806,18-08-2013,138,2.0,1.0,5,Family,No,27-08-1978,House,NoSeWa,Paved,RH,4.1,5.0,3.0,3.83,430852,113382,11338200
P03674,KK Nagar,2092,03-02-2011,166,3.0,2.0,5,Partial,No,08-02-1992,Others,AllPub,Gravel,RM,3.2,4.7,3.8,3.89,457491,160740,12364620
P03968,Adyar,983,03-12-2010,29,1.0,1.0,3,Partial,No,11-12-1976,Other,ELO,Gravel,C,5.0,2.8,3.6,3.86,225866,14117,7058310
P09706,Velachery,1591,18-01-2006,27,2.0,1.0,4,AdjLand,No,23-01-1987,House,NoSewr ,Paved,I,3.0,3.7,3.6,3.5,309092,158723,8353830
P03654,Chrompet,1178,07-02-2011,124,1.0,1.0,3,Normal Sale,Yes,11-02-1993,Others,NoSewr ,No Access,RM,4.5,4.1,3.2,3.95,286534,180410,10612360
P00786,Chrompet,1093,23-07-2013,173,1.0,1.0,3,Family,No,28-07-1995,Others,NoSewr ,Paved,RM,4.0,3.0,2.7,3.21,279923,48263,9652510
P06754,Chrompet,1257,05-06-2009,117,2.0,1.0,4,Family,Yes,11-06-1984,House,NoSewr ,Paved,RH,3.2,4.2,4.8,4.08,312904,66374,9481950
P08961,Adyar,807,03-06-2007,185,1.0,1.0,3,Partial,Yes,09-06-1982,Others,NoSeWa,No Access,RM,2.2,4.6,2.3,2.73,295677,52178,8696375
P06805,KK Nagar,1888,18-05-2009,91,3.0,2.0,5,Partial,Yes,24-05-1987,House,AllPub,Gravel,RM,2.9,5.0,2.5,3.37,507651,129864,11805840
P00521,T Nagar,1988,07-02-2014,197,2.0,1.0,5,AdjLand,Yes,14-02-1986,Others,NoSeWa,Paved,RM,5.0,4.3,3.9,4.33,605797,294712,16372900
P08658,Adyar,654,02-10-2007,82,1.0,1.0,2,Normal Sale,No,07-10-1987,Commercial,ELO,Paved,I,4.1,4.3,4.4,4.29,328232,42081,8416200
P02758,Anna Nagar,1662,04-08-2011,167,1.0,1.0,4,AdjLand,Yes,09-08-1988,House,NoSeWa,Paved,RL,3.6,4.3,3.3,3.655,516676,232504,12916910
P09328,Anna Nagar,1894,16-01-2007,98,2.0,1.0,5,Family,Yes,25-01-1969,House,NoSewr ,Paved,RH,3.5,4.6,2.9,3.535,494536,228247,12680410
P01282,Anna Nagar,1906,03-09-2012,86,2.0,1.0,5,AdjLand,Yes,14-09-1971,Commercial,ELO,Gravel,RM,3.7,2.2,3.0,3.045,635941,295258,22712170
P09606,Velachery,1984,20-07-2006,138,3.0,2.0,5,AbNormal,Yes,29-07-1971,Commercial,NoSeWa,Gravel,C,2.6,3.6,2.0,2.87,486061,282229,15679400
P02920,Adyar,931,29-06-2011,195,1.0,1.0,3,Family,No,01-07-2003,Commercial,ELO,No Access,RH,3.4,3.4,2.5,2.95,382227,21235,10617420
P05346,Velachery,1855,13-03-2010,14,3.0,2.0,5,Family,No,18-03-1988,Others,NoSewr ,Paved,I,4.7,3.9,3.6,4.01,356321,77042,9630290
P02518,Chrompet,1119,18-09-2011,97,1.0,1.0,3,AdjLand,No,21-09-1998,House,NoSewr ,Paved,RM,4.3,4.2,3.5,4.02,311109,165277,9722150
P00262,Chrompet,1165,18-08-2014,68,1.0,1.0,3,Partial,No,27-08-1979,House,ELO,No Access,RL,4.5,3.7,4.7,4.24,234058,98153,7550250
P01340,Chrompet,1168,25-07-2012,116,1.0,1.0,3,Family,Yes,04-08-1974,Commercial,ELO,Paved,RH,3.9,4.1,4.1,4.04,404981,39192,13063900
P08278,Chrompet,767,01-03-2008,172,1.0,1.0,2,Family,No,06-03-1988,Commercial,ELO,Paved,RL,4.9,4.4,3.1,4.16,315898,39487,9871800
P05915,Karapakkam,656,30-11-2009,112,1.0,1.0,2,AbNormal,No,02-12-2002,House,NoSewr ,No Access,A,4.3,2.2,4.1,3.59,138058,33014,3001250
P08269,KK Nagar,1502,06-03-2008,6,2.0,1.0,4,Normal Sale,No,10-03-1995,House,NoSewr ,Gravel,RL,2.6,4.0,2.1,2.82,373034,214495,9325860
P08742,Velachery,1908,04-09-2007,187,3.0,2.0,5,Partial,No,17-09-1954,Others,NoSewr ,Gravel,RH,4.8,4.9,3.7,4.52,346641,112148,10195310
P06810,Adyar,1098,16-05-2009,18,1.0,1.0,3,Partial,Yes,25-05-1975,House,AllPub,Gravel,RM,2.1,2.6,2.2,2.25,337805,63338,10556410
P07094,Anna Nagar,1780,28-02-2009,27,1.0,1.0,4,AbNormal,Yes,08-03-1977,House,AllPub,Paved,RM,3.6,2.2,3.9,3.37,520955,178221,13709340
P05366,Karapakkam,1256,09-03-2010,22,1.0,1.0,3,AbNormal,No,16-03-1982,House,NoSewr ,Paved,I,3.6,4.6,4.4,4.22,188511,72972,6081000
P00452,Anna Nagar,1978,05-04-2014,165,2.0,1.0,5,Partial,Yes,08-04-2002,Commercial,AllPub,No Access,RM,3.2,2.4,2.6,2.76,603478,111755,22351040
P00216,Anna Nagar,1525,13-09-2014,114,1.0,1.0,4,Family,Yes,21-09-1983,Commercial,AllPub,Gravel,RM,4.7,4.7,5.0,4.82,743729,293577,19571820
P04028,Karapakkam,1335,22-11-2010,89,2.0,2.0,4,Partial,Yes,24-11-2000,Commercial,NoSeWa,Gravel,RM,3.0,2.6,4.4,3.44,649325,168825,12986500
P08412,Chrompet,723,10-01-2008,129,1.0,1.0,2,Normal Sale,Yes,11-01-2001,House,ELO,Paved,RM,4.1,4.9,2.2,3.85,261770,130885,8725650
P06952,Chrompet,1128,09-04-2009,141,1.0,1.0,3,Family,Yes,11-04-2000,Others,NoSewr ,Gravel,RL,3.6,3.7,3.6,3.64,359624,163466,10897710
P03349,Karapakkam,1224,10-04-2011,129,1.0,1.0,3,Partial,Yes,18-04-1976,Commercial,AllPub,Paved,RM,2.2,3.6,3.7,3.22,415557,277038,11543250
P01538,Chrompet,1060,22-03-2012,44,1.0,1.0,3,Family,No,31-03-1979,Commercial,NoSewr ,No Access,RH,3.2,3.6,3.2,3.36,346987,32530,10843350
P03718,Anna Nagar,1629,25-01-2011,164,1.0,1.0,4,AdjLand,No,26-01-2005,Commercial,ELO,Gravel,RM,3.8,3.0,2.4,3.04,578234,179452,19939120
P00464,Chrompet,1078,29-03-2014,29,1.0,1.0,3,Family,Yes,05-04-1986,Commercial,AllPub,No Access,RL,3.7,4.2,3.3,3.78,398238,167003,12846400
P09833,Velachery,1511,29-03-2005,74,2.0,1.0,4,Normal Sale,Yes,02-04-1989,House,ELO,Gravel,RL,3.6,4.9,2.7,3.92,373319,176289,10369970
P02139,Chrompet,1207,02-12-2011,115,2.0,1.0,4,AdjLand,No,09-12-1980,Commercial,NoSeWa,No Access,RM,2.7,4.5,4.5,3.96,383338,68453,13690650
P02973,KK Nagar,1339,21-06-2011,26,2.0,1.0,4,AbNormal,Yes,22-06-2005,Others,NoSeWa,Gravel,RM,3.5,3.0,3.8,3.47,387965,266033,11084700
P02686,Anna Nagar,1928,18-08-2011,148,2.0,1.0,5,Partial,No,20-08-2001,House,AllPub,No Access,RH,3.4,4.1,2.4,3.175,466682,105003,11667050
P07016,KK Nagar,1778,23-03-2009,91,3.0,2.0,5,Family,Yes,25-03-2002,House,NoSeWa,Gravel,RL,4.9,4.6,3.2,4.13,502989,279439,11177540
P05137,Karapakkam,1047,22-04-2010,18,1.0,1.0,3,Family,No,26-04-1992,House,NoSeWa,Gravel,I,3.3,2.8,4.9,3.79,291168,78858,6066000
P07659,KK Nagar,1990,09-09-2008,149,3.0,2.0,5,AdjLand,No,11-09-2002,House,NoSeWa,Gravel,RH,5.0,2.2,4.5,3.96,351520,117173,10652120
P06209,KK Nagar,1956,06-10-2009,155,3.0,2.0,5,AbNormal,No,11-10-1988,Others,AllPub,Paved,RM,3.7,4.3,2.6,3.44,383913,93070,11633740
P02459,Karapakkam,1329,30-09-2011,151,1.0,1.0,3,AbNormal,No,05-10-1991,Commercial,NoSewr ,Gravel,C,2.2,4.5,3.1,3.25,392985,105435,9585000
P02079,KK Nagar,2226,14-12-2011,138,4.0,2.0,6,Family,Yes,21-12-1981,House,NoSewr ,Paved,RL,2.8,3.0,4.6,3.58,571850,116704,11670400
P03246,KK Nagar,2471,27-04-2011,15,4.0,2.0,6,AdjLand,No,02-05-1989,House,AllPub,Gravel,RL,2.3,2.6,3.2,2.75,538757,313231,12529240
P09805,Velachery,1605,02-06-2005,3,2.0,1.0,4,Partial,Yes,11-06-1971,Commercial,NoSeWa,Paved,RH,2.5,4.7,2.4,3.46,426538,151352,13759280
P04516,Karapakkam,1086,15-08-2010,134,1.0,1.0,3,Normal Sale,Yes,26-08-1965,House,NoSewr ,No Access,RL,4.7,2.4,3.3,3.45,262153,144874,6898750
P08677,Anna Nagar,1591,25-09-2007,23,1.0,1.0,4,Normal Sale,No,04-10-1969,House,AllPub,Paved,RM,3.8,3.0,4.4,3.84,415918,59417,11883360
P06444,Karapakkam,1290,18-08-2009,86,1.0,1.0,3,AdjLand,Yes,30-08-1961,House,AllPub,Paved,RH,3.1,2.1,4.1,3.2,364015,92940,7745000
P05672,KK Nagar,1373,15-01-2010,176,2.0,1.0,4,Family,Yes,22-01-1983,Commercial,NoSewr ,Paved,RH,4.9,3.7,4.6,4.42,398155,211520,12442340
P03332,Chrompet,1223,12-04-2011,70,2.0,1.0,4,AbNormal,No,14-04-2002,House,AllPub,Gravel,RM,3.6,2.9,3.6,3.32,283531,126014,10501150
P07575,Anna Nagar,1538,29-09-2008,94,1.0,1.0,4,AbNormal,No,09-10-1971,House,NoSewr ,No Access,RH,2.7,3.7,3.0,3.07,287791,163082,9593040
P05331,Karapakkam,827,15-03-2010,105,1.0,1.0,2,Partial,Yes,16-03-2004,Others,AllPub,No Access,RH,2.4,3.9,3.1,3.13,314635,77054,6421125
P04278,KK Nagar,1324,02-10-2010,173,1.0,1.0,3,Family,No,05-10-1996,House,NoSewr ,Gravel,RM,2.0,2.5,3.5,2.75,402181,182810,9140480
P04417,Karapakkam,857,05-09-2010,158,1.0,1.0,2,Normal Sale,No,09-09-1993,House,ELO,Paved,I,3.6,2.4,3.4,3.16,236556,59139,4928250
P02590,KK Nagar,1778,06-09-2011,147,3.0,2.0,5,AbNormal,Yes,13-09-1981,House,AllPub,Gravel,RH,3.3,4.2,4.7,4.13,357068,220542,10502000
P09011,Anna Nagar,1766,16-05-2007,61,1.0,1.0,4,Family,Yes,23-05-1976,Others,ELO,No Access,RL,4.3,2.1,4.7,3.91,526460,78969,13161500
P03496,KK Nagar,2042,17-03-2011,64,3.0,2.0,5,Normal Sale,No,18-03-2006,Commercial,NoSewr ,Paved,RM,2.6,2.8,4.7,3.5,815534,237864,16990300
P04502,Anna Nagar,1678,19-08-2010,31,1.0,1.0,4,Normal Sale,Yes,23-08-1993,Others,NoSeWa,No Access,RL,4.3,4.4,3.5,4.005,516892,225312,13253630
P06570,Karapakkam,898,22-07-2009,72,1.0,1.0,3,Partial,Yes,29-07-1980,Commercial,NoSewr ,Paved,RH,2.4,3.1,2.1,2.49,345190,215744,8629750
P03200,KK Nagar,1317,07-05-2011,116,1.0,1.0,3,Normal Sale,No,12-05-1991,Commercial,NoSeWa,Gravel,RH,3.9,2.6,2.7,3.03,438847,288715,11548600
P01915,Karapakkam,668,15-01-2012,88,1.0,1.0,2,AbNormal,No,24-01-1975,Others,NoSeWa,Paved,C,2.6,2.8,4.1,3.26,155031,41594,3781250
P04919,Karapakkam,1424,03-06-2010,139,2.0,2.0,4,AbNormal,No,14-06-1966,Commercial,NoSewr ,Gravel,RH,5.0,2.7,2.7,3.39,328080,196848,10936000
P08929,Adyar,692,15-06-2007,190,1.0,1.0,2,Family,No,17-06-1999,Others,AllPub,No Access,A,4.2,3.0,2.2,2.96,159076,32751,4678720
P06291,Velachery,1598,19-09-2009,88,2.0,1.0,4,Family,Yes,23-09-1992,Commercial,ELO,No Access,A,2.0,3.9,3.9,3.43,458722,82335,11762090
P00279,Anna Nagar,1734,01-08-2014,119,1.0,1.0,4,Family,Yes,02-08-2009,Others,NoSewr ,Gravel,RM,2.9,2.4,4.2,3.295,552268,122726,15340770
P01950,Karapakkam,1572,09-01-2012,152,2.0,2.0,4,AdjLand,Yes,21-01-1964,Others,NoSewr ,No Access,A,3.4,3.9,4.9,4.15,308867,147719,6714500
P03441,KK Nagar,2172,26-03-2011,134,3.0,2.0,5,Family,Yes,30-03-1994,Others,NoSeWa,Paved,RM,3.7,3.1,3.2,3.32,455951,104217,13027180
P09073,Adyar,700,16-04-2007,68,1.0,1.0,2,AbNormal,Yes,21-04-1986,House,NoSeWa,No Access,RH,3.9,2.0,3.4,3.27,233584,96182,6870115
P01324,Chrompet,1259,09-08-2012,157,2.0,1.0,4,Adj Land,Yes,18-08-1978,Others,NoSeWa,Gravel,RM,2.9,4.0,3.4,3.49,300438,180263,12017530
P08621,T Nagar,1919,20-10-2007,50,2.0,1.0,5,AbNormal,Yes,28-10-1973,Commercial,NoSeWa,No Access,RH,3.8,4.1,4.0,3.965,655886,184468,20496430
P02893,Anna Nagar,1841,04-07-2011,16,2.0,1.0,5,Partial,Yes,06-07-2002,Commercial,AllPub,No Access,RM,3.3,2.4,2.4,2.715,765080,297531,21252230
P04715,Karapakkam,829,12-07-2010,146,1.0,1.0,2,AdjLand,Yes,14-07-2002,Commercial,NoSewr ,Gravel,C,4.3,3.3,3.0,3.48,410544,179613,8553000
P03222,Velachery,1574,02-05-2011,111,2.0,1.0,4,Family,No,15-05-1957,Commercial,AllPub,No Access,RM,3.3,3.6,4.1,3.68,511420,236040,13113330
P07887,T Nagar,1518,03-07-2008,145,1.0,1.0,4,Family,Yes,13-07-1971,Commercial,AllPub,Paved,RH,3.7,3.5,4.1,3.83,457606,158402,17600240
P08151,Anna Nagar,1567,08-04-2008,179,1.0,1.0,4,AdjLand,No,19-04-1965,Others,NoSeWa,No Access,RL,4.1,5.0,4.8,4.605,383791,58150,11630020
P05507,KK Nagar,1895,12-02-2010,63,3.0,2.0,5,AbNormal,No,18-02-1988,Commercial,NoSeWa,Gravel,RM,3.5,3.1,4.8,3.9,551971,340923,16234440
P04455,Karapakkam,973,27-08-2010,51,1.0,1.0,3,Partial,No,28-08-2004,Other,ELO,Paved,RL,4.1,2.4,3.9,3.51,295792,151335,6878875
P03347,Karapakkam,662,10-04-2011,148,1.0,1.0,2,Partial,No,19-04-1973,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,143765,65348,4356500
P01276,T Nagar,1818,09-09-2012,146,2.0,1.0,5,Family,Yes,16-09-1984,House,NoSewr ,No Access,RM,4.6,3.1,3.2,3.595,331690,252085,13267610
P02862,Anna Nagar,1830,10-07-2011,33,2.0,1.0,5,AbNormal,No,20-07-1968,Commercial,NoSeWa,Gravel,RM,3.9,4.6,2.7,3.595,769130,270235,20787310
P09538,Chrompet,1274,20-10-2006,195,2.0,1.0,4,Partial,No,21-10-2000,Others,AllPub,Gravel,RM,4.8,2.7,4.4,3.84,349986,67739,11289880
P06571,Karapakkam,1626,22-07-2009,73,2.0,2.0,4,Partial,Yes,28-07-1984,Others,ELO,No Access,RM,3.5,3.7,2.6,3.2,322269,142178,9478500
P03611,Anna Nagar,1886,17-02-2011,52,2.0,1.0,5,Partial,Yes,21-02-1993,Commercial,ELO,No Access,RH,3.9,3.4,3.6,3.655,540211,140055,20007810
P09799,Velachery,1920,22-06-2005,192,3.0,2.0,5,AdjLand,No,05-07-1953,Others,NoSeWa,No Access,I,3.6,3.2,3.4,3.36,293886,71245,8905640
P01921,T Nagar,1923,15-01-2012,130,2.0,1.0,5,AbNormal,Yes,22-01-1983,Commercial,NoSeWa,Paved,RL,2.7,4.1,4.9,4.04,568313,349731,21858180
P05953,Karapakkam,1171,21-11-2009,111,1.0,1.0,3,AdjLand,Yes,25-11-1993,Others,AllPub,No Access,A,4.0,4.8,2.2,3.52,256310,134258,6102625
P00502,T Nagar,1784,18-02-2014,71,1.0,1.0,4,AdjLand,Yes,22-02-1997,Others,NoSeWa,Paved,RL,2.5,4.7,4.5,3.95,459406,207474,14819560
P01867,KK Nagar,1952,25-01-2012,9,3.0,2.0,5,Partial,Yes,29-01-1993,House,NoSeWa,Gravel,RL,3.4,2.9,2.5,2.89,423661,122639,11148980
P02785,Chrompet,790,27-07-2011,28,1.0,1.0,2,Family,No,04-08-1977,House,NoSewr ,Paved,RL,2.6,3.2,3.0,2.96,191691,102692,6846100
P04187,Karapakkam,907,20-10-2010,104,1.0,1.0,3,AdjLand,Yes,24-10-1995,House,ELO,No Access,RL,2.9,2.6,3.5,3.05,353738,155645,7074750
P09699,Velachery,1833,01-02-2006,164,3.0,2.0,5,AdjLand,Yes,11-02-1966,Commercial,NoSeWa,Paved,RH,2.6,3.2,4.5,3.44,550942,188894,15741200
P09032,Adyar,1240,07-05-2007,5,2.0,2.0,4,Partial,Yes,09-05-1999,Others,NoSeWa,Paved,RH,5.0,3.2,3.9,4.09,404199,74458,10636820
P05006,Karapakkam,901,18-05-2010,40,1.0,1.0,3,Partial,Yes,19-05-2004,Others,ELO,No Access,A,3.0,4.8,3.1,3.58,145045,79541,4678875
P06440,Chrompet,1026,19-08-2009,92,1.0,1.0,3,Normal Sale,Yes,22-08-1999,Commercial,AllPub,Gravel,RL,2.9,2.6,2.6,2.69,388783,180506,13885100
P01458,Adyar,1211,22-04-2012,79,2.0,2.0,4,Family,Yes,27-04-1994,House,ELO,Gravel,RL,3.0,3.6,4.7,3.97,324803,86614,10826770
P00142,Chrompet,934,11-11-2014,75,1.0,1.0,3,AbNormal,Yes,16-11-1993,Others,NoSewr ,No Access,RM,3.1,2.4,4.4,3.21,253458,28162,9387330
P01278,T Nagar,1634,08-09-2012,65,1.0,1.0,4,AbNormal,Yes,16-09-1981,House,NoSeWa,Gravel,RM,2.2,2.6,3.7,2.975,469968,147704,13427670
P08530,T Nagar,1899,19-11-2007,22,2.0,1.0,5,AbNormal,Yes,29-11-1967,Commercial,AllPub,Paved,RM,4.0,2.3,4.7,3.89,802811,156102,22300300
P04955,Karapakkam,1500,27-05-2010,134,2.0,2.0,4,AbNormal,Yes,04-06-1977,House,ELO,Paved,RH,2.6,4.2,3.4,3.4,249170,192906,8037750
P02023,Karapakkam,726,23-12-2011,181,1.0,1.0,2,Normal Sale,No,04-01-1963,Commercial,NoSeWa,Paved,RH,2.6,4.0,4.5,3.78,249043,78645,6553750
P05947,Anna Nagar,1880,23-11-2009,90,2.0,1.0,5,Partial,Yes,27-11-1993,House,NoSeWa,No Access,RM,3.2,4.2,4.0,3.77,483229,214768,13423020
P03940,Chrompet,945,08-12-2010,5,1.0,1.0,3,AbNormal,No,16-12-1979,Commercial,NoSewr ,Gravel,RH,4.3,3.8,5.0,4.31,338558,169279,11285250
P07744,Anna Nagar,1704,14-08-2008,74,1.0,1.0,4,Family,Yes,19-08-1989,House,AllPub,Gravel,RM,3.4,4.0,3.0,3.39,545574,209836,13989080
P07541,KK Nagar,1761,10-10-2008,58,2.0,1.0,4,AdjLand,No,13-10-1999,Commercial,NoSeWa,Paved,RH,3.1,4.9,2.4,3.36,639665,341155,14214780
P02003,Velachery,1751,29-12-2011,55,2.0,1.0,4,AbNormal,Yes,08-01-1970,Others,NoSeWa,Paved,RL,2.8,3.3,2.6,2.97,367504,140516,10808940
P09117,Anna Nagar,1877,03-04-2007,4,2.0,1.0,5,Partial,Yes,09-04-1981,Commercial,AllPub,Gravel,RL,3.7,2.1,4.6,3.66,719760,348975,21810920
P04710,Chrompet,715,14-07-2010,50,1.0,1.0,2,Partial,No,23-07-1975,Others,NoSewr ,Gravel,RL,2.1,3.7,2.4,2.83,218514,80122,7283800
P00283,Chrompet,1297,28-07-2014,170,2.0,1.0,4,Family,No,07-08-1975,House,NoSewr ,Gravel,RM,3.9,4.3,3.3,3.88,282477,131150,10088450
